comp_name	index	attr_name	attr_type	note
TerrainRenderSettingsPrefab	23	m_Extra3SplatRange	System.Single	
TerrainRenderSettingsPrefab	24	m_Extra3BlurDepth	System.Single	
TerrainRenderSettingsPrefab	25	m_Extra3HeightOffset	System.Single	
TerrainRenderSettingsPrefab	26	m_Extra4Diffuse	Colossal.IO.AssetDatabase.AssetReference`1[Colossal.IO.AssetDatabase.TextureAsset]	
TerrainRenderSettingsPrefab	27	m_Extra4Normal	Colossal.IO.AssetDatabase.AssetReference`1[Colossal.IO.AssetDatabase.TextureAsset]	
TerrainRenderSettingsPrefab	28	m_Extra4DirtOverride	System.Single	
TerrainRenderSettingsPrefab	29	m_Extra4SplatRange	System.Single	
TerrainRenderSettingsPrefab	30	m_Extra4BlurDepth	System.Single	
TerrainRenderSettingsPrefab	31	m_Extra4HeightOffset	System.Single	
TerrainRenderSettingsPrefab	32	m_BlurDepth	Game.Prefabs.Terrain.TerrainBlurDepthData	
TerrainRenderSettingsPrefab	33	m_TriplanarHeightMapBlending	System.Single	
TerrainRenderSettingsPrefab	34	m_TriplanarBlendStrengthY	System.Single	
TerrainRenderSettingsPrefab	35	m_SplatMultiplier	System.Single	
TerrainRenderSettingsPrefab	36	m_SplatPower	System.Single	
TerrainRenderSettingsPrefab	37	m_DepthScaleSettings	Game.Prefabs.Terrain.TerrainDepthScaleSetting	
TerrainRenderSettingsPrefab	38	m_TerrainRockTiling	Game.Prefabs.Terrain.TerrainTilingData	
TerrainRenderSettingsPrefab	39	m_TerrainGrassTiling	Game.Prefabs.Terrain.TerrainTilingData	
TerrainRenderSettingsPrefab	40	m_TerrainDirtTiling	Game.Prefabs.Terrain.TerrainTilingData	
TerrainRenderSettingsPrefab	41	m_TerrainRockLodBlend	Game.Prefabs.Terrain.TerrainLodBlendData	
TerrainRenderSettingsPrefab	42	m_TerrainGrassLodBlend	Game.Prefabs.Terrain.TerrainLodBlendData	
TerrainRenderSettingsPrefab	43	m_TerrainDirtLodBlend	Game.Prefabs.Terrain.TerrainLodBlendData	
TerrainRenderSettingsPrefab	44	m_LegacyFarTiling	System.Single	
TerrainRenderSettingsPrefab	45	m_LegacyCloseTiling	System.Single	
TerrainRenderSettingsPrefab	46	m_LegacyCloseDirtTiling	System.Single	
ThemeObject	0			
ThemeObject	1	m_Theme	Game.Prefabs.ThemePrefab	
ThemePrefab	0			
ThemePrefab	1	assetPrefix	System.String	
TimeSettingsPrefab	0			
TimeSettingsPrefab	1	m_DaysPerYear	System.Int32	
ToolError	0			
ToolError	1	m_Error	Game.Tools.ErrorType	
ToolError	2	m_TemporaryOnly	System.Boolean	
ToolError	3	m_DisableInGame	System.Boolean	
ToolError	4	m_DisableInEditor	System.Boolean	
ToolUXSoundSettingsPrefab	0			
ToolUXSoundSettingsPrefab	1	m_PolygonToolSelectPointSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	2	m_PolygonToolDropPointSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	3	m_PolygonToolRemovePointSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	4	m_PolygonToolDeleteAreaSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	5	m_PolygonToolFinishAreaSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	6	m_BulldozeSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	7	m_PropPlantBulldozeSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	8	m_TerraformSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	9	m_PlaceBuildingSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	10	m_RelocateBuildingSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	11	m_PlaceUpgradeSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	12	m_PlacePropSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	13	m_PlaceBuildingFailSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	14	m_ZoningFillSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	15	m_ZoningRemoveFillSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	16	m_ZoningStartPaintSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	17	m_ZoningEndPaintSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	18	m_ZoningStartRemovePaintSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	19	m_ZoningEndRemovePaintSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	20	m_ZoningMarqueeStartSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	21	m_ZoningMarqueeEndSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	22	m_ZoningMarqueeClearStartSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	23	m_ZoningMarqueeClearEndSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	24	m_SelectEntitySound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	25	m_SnapSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	26	m_NetExpandSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	27	m_NetStartSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	28	m_NetNodeSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	29	m_NetBuildSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	30	m_NetCancelSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	31	m_NetElevationUpSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	32	m_NetElevationDownSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	33	m_TransportLineCompleteSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	34	m_TransportLineStartSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	35	m_TransportLineBuildSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	36	m_TransportLineRemoveSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	37	m_AreaMarqueeStartSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	38	m_AreaMarqueeEndSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	39	m_AreaMarqueeClearStartSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	40	m_AreaMarqueeClearEndSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	41	m_TutorialStartedSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	42	m_TutorialCompletedSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	43	m_CameraZoomInSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	44	m_CameraZoomOutSound	Game.Prefabs.PrefabBase	
ToolUXSoundSettingsPrefab	45	m_DeletetEntitySound	Game.Prefabs.PrefabBase	
TrackLane	0			
TrackLane	1	m_FallbackLane	Game.Prefabs.NetLanePrefab	
TrackLane	2	m_EndObject	Game.Prefabs.ObjectPrefab	
TrackLane	3	m_TrackType	Game.Net.TrackTypes	
TrackLane	4	m_Width	System.Single	
TrackLane	5	m_MaxCurviness	System.Single	
TrackLane	6	m_Twoway	System.Boolean	
TrackPathfind	0			
TrackPathfind	1	m_DrivingCost	Game.Prefabs.PathfindCostInfo	
TrackPathfind	2	m_TwowayCost	Game.Prefabs.PathfindCostInfo	
TrackPathfind	3	m_SwitchCost	Game.Prefabs.PathfindCostInfo	
TrackPathfind	4	m_DiamondCrossingCost	Game.Prefabs.PathfindCostInfo	
TrackPathfind	5	m_CurveAngleCost	Game.Prefabs.PathfindCostInfo	
TrackPathfind	6	m_SpawnCost	Game.Prefabs.PathfindCostInfo	
TrackPrefab	0			
TrackPrefab	1	m_TrackType	Game.Net.TrackTypes	
TrackPrefab	2	m_SpeedLimit	System.Single	
TrackPrefab	3	m_Sections	Game.Prefabs.NetSectionInfo[]	
TrackPrefab	4	m_EdgeStates	Game.Prefabs.NetEdgeStateInfo[]	
TrackPrefab	5	m_NodeStates	Game.Prefabs.NetNodeStateInfo[]	
TrackPrefab	6	m_MaxSlopeSteepness	System.Single	
TrackPrefab	7	m_AggregateType	Game.Prefabs.AggregateNetPrefab	
TrackPrefab	8	m_StyleType	Game.Prefabs.GroupPrefab	
TrackPrefab	9	m_InvertMode	Game.Prefabs.CompositionInvertMode	
TrafficAccident	0			
TrafficAccident	1	m_RandomSiteType	Game.Prefabs.EventTargetType	
TrafficAccident	2	m_SubjectType	Game.Prefabs.EventTargetType	
TrafficAccident	3	m_AccidentType	Game.Prefabs.TrafficAccidentType	
TrafficAccident	4	m_OccurrenceProbability	System.Single	
TrafficAccidentMode	0			
TrafficAccidentMode	1	m_ModeDatas	Game.Prefabs.Modes.TrafficAccidentMode+ModeData[]	
TrafficConfigurationPrefab	0			
TrafficConfigurationPrefab	1	m_BottleneckNotification	Game.Prefabs.NotificationIconPrefab	
TrafficConfigurationPrefab	2	m_DeadEndNotification	Game.Prefabs.NotificationIconPrefab	
TrafficConfigurationPrefab	3	m_RoadConnectionNotification	Game.Prefabs.NotificationIconPrefab	
TrafficConfigurationPrefab	4	m_TrackConnectionNotification	Game.Prefabs.NotificationIconPrefab	
TrafficConfigurationPrefab	5	m_CarConnectionNotification	Game.Prefabs.NotificationIconPrefab	
TrafficConfigurationPrefab	6	m_ShipConnectionNotification	Game.Prefabs.NotificationIconPrefab	
TrafficConfigurationPrefab	7	m_TrainConnectionNotification	Game.Prefabs.NotificationIconPrefab	
TrafficConfigurationPrefab	8	m_PedestrianConnectionNotification	Game.Prefabs.NotificationIconPrefab	
TrafficConfigurationPrefab	9	m_BicycleConnectionNotification	Game.Prefabs.NotificationIconPrefab	
TrafficLightObject	0			
TrafficLightObject	1	m_VehicleLeft	System.Boolean	
TrafficLightObject	2	m_VehicleRight	System.Boolean	
TrafficLightObject	3	m_CrossingLeft	System.Boolean	
TrafficLightObject	4	m_CrossingRight	System.Boolean	
TrafficLightObject	5	m_AllowFlipped	System.Boolean	
TrafficLightObject	6	m_ReachOffset	Colossal.Mathematics.Bounds1	
TrafficSignObject	0			
TrafficSignObject	1	m_SignTypes	Game.Prefabs.TrafficSignType[]	
TrafficSignObject	2	m_SpeedLimit	System.Int32	
TrafficSpawner	0			
TrafficSpawner	1	m_RoadType	Game.Net.RoadTypes	
TrafficSpawner	2	m_TrackType	Game.Net.TrackTypes	
TrafficSpawner	3	m_SpawnRate	System.Single	
TrafficSpawner	4	m_NoSlowVehicles	System.Boolean	
TrainCarPrefab	0			
TrainCarPrefab	1	m_TrackType	Game.Net.TrackTypes	
TrainCarPrefab	2	m_EnergyType	Game.Vehicles.EnergyTypes	
TrainCarPrefab	3	m_MaxSpeed	System.Single	
TrainCarPrefab	4	m_Acceleration	System.Single	
TrainCarPrefab	5	m_Braking	System.Single	
TrainCarPrefab	6	m_Turning	Unity.Mathematics.float2	
TrainCarPrefab	7	m_BogieOffset	Unity.Mathematics.float2	
TrainCarPrefab	8	m_AttachOffset	Unity.Mathematics.float2	
TrainCarPrefab	9	m_Meshes	Game.Prefabs.ObjectMeshInfo[]	
TrainCarPrefab	10	m_Circular	System.Boolean	
TrainEnginePrefab	0			
TrainEnginePrefab	1	m_MinEngineCount	System.Int32	
TrainEnginePrefab	2	m_MaxEngineCount	System.Int32	
TrainEnginePrefab	3	m_MinCarriagesPerEngine	System.Int32	
TrainEnginePrefab	4	m_MaxCarriagesPerEngine	System.Int32	
TrainEnginePrefab	5	m_Tender	Game.Prefabs.TrainCarPrefab	
TrainEnginePrefab	6	m_TrackType	Game.Net.TrackTypes	
TrainEnginePrefab	7	m_EnergyType	Game.Vehicles.EnergyTypes	
TrainEnginePrefab	8	m_MaxSpeed	System.Single	
TrainEnginePrefab	9	m_Acceleration	System.Single	
TrainEnginePrefab	10	m_Braking	System.Single	
TrainEnginePrefab	11	m_Turning	Unity.Mathematics.float2	
TrainEnginePrefab	12	m_BogieOffset	Unity.Mathematics.float2	
TrainEnginePrefab	13	m_AttachOffset	Unity.Mathematics.float2	
TrainEnginePrefab	14	m_Meshes	Game.Prefabs.ObjectMeshInfo[]	
TrainEnginePrefab	15	m_Circular	System.Boolean	
Transformer	0			
TransportDepot	0			
TransportDepot	1	m_TransportType	Game.Prefabs.TransportType	
TransportDepot	2	m_EnergyTypes	Game.Vehicles.EnergyTypes	
TransportDepot	3	m_SizeClass	Game.Vehicles.SizeClass	
TransportDepot	4	m_VehicleCapacity	System.Int32	
TransportDepot	5	m_ProductionDuration	System.Single	
TransportDepot	6	m_MaintenanceDuration	System.Single	
TransportDepot	7	m_DispatchCenter	System.Boolean	
TransportLinePrefab	0			
TransportLinePrefab	1	m_AccessConnectionType	Game.Prefabs.RouteConnectionType	
TransportLinePrefab	2	m_RouteConnectionType	Game.Prefabs.RouteConnectionType	
TransportLinePrefab	3	m_AccessTrackType	Game.Net.TrackTypes	
TransportLinePrefab	4	m_RouteTrackType	Game.Net.TrackTypes	
TransportLinePrefab	5	m_AccessRoadType	Game.Net.RoadTypes	
TransportLinePrefab	6	m_RouteRoadType	Game.Net.RoadTypes	
TransportLinePrefab	7	m_TransportType	Game.Prefabs.TransportType	
TransportLinePrefab	8	m_DefaultVehicleInterval	System.Single	
TransportLinePrefab	9	m_DefaultUnbunchingFactor	System.Single	
TransportLinePrefab	10	m_StopDuration	System.Single	
TransportLinePrefab	11	m_SizeClass	Game.Vehicles.SizeClass	
TransportLinePrefab	12	m_PassengerTransport	System.Boolean	
TransportLinePrefab	13	m_CargoTransport	System.Boolean	
TransportLinePrefab	14	m_PathfindPrefab	Game.Prefabs.PathfindPrefab	
TransportLinePrefab	15	m_VehicleNotification	Game.Prefabs.NotificationIconPrefab	
TransportLinePrefab	16	m_Material	UnityEngine.Material	
TransportLinePrefab	17	m_Width	System.Single	
TransportLinePrefab	18	m_SegmentLength	System.Single	
TransportLinePrefab	19	m_Color	UnityEngine.Color	
TransportLinePrefab	20	m_LocaleID	System.String	
TransportPathfind	0			
TransportPathfind	1	m_OrderingCost	Game.Prefabs.PathfindCostInfo	
TransportPathfind	2	m_StartingCost	Game.Prefabs.PathfindCostInfo	
TransportPathfind	3	m_TravelCost	Game.Prefabs.PathfindCostInfo	
TransportRequirementPrefab	0			
TransportRequirementPrefab	1	m_BuildingPrefab	Game.Prefabs.BuildingPrefab	
TransportRequirementPrefab	2	m_TransportType	Game.Prefabs.TransportType	
TransportRequirementPrefab	3	m_FilterID	System.Int32	
TransportRequirementPrefab	4	m_MinimumTransportedPassenger	System.Int32	
TransportRequirementPrefab	5	m_MinimumTransportedCargo	System.Int32	
TransportRequirementPrefab	6	m_LabelID	System.String	
TransportStation	0			
TransportStation	1	m_CarRefuelTypes	Game.Vehicles.EnergyTypes	
TransportStation	2	m_TrainRefuelTypes	Game.Vehicles.EnergyTypes	
TransportStation	3	m_WatercraftRefuelTypes	Game.Vehicles.EnergyTypes	
TransportStation	4	m_AircraftRefuelTypes	Game.Vehicles.EnergyTypes	
TransportStation	5	m_ComfortFactor	System.Single	
TransportStop	0			
TransportStop	1	m_TransportType	Game.Prefabs.TransportType	
TransportStop	2	m_AccessConnectionType	Game.Prefabs.RouteConnectionType	
TransportStop	3	m_RouteConnectionType	Game.Prefabs.RouteConnectionType	
TransportStop	4	m_AccessTrackType	Game.Net.TrackTypes	
TransportStop	5	m_RouteTrackType	Game.Net.TrackTypes	
TransportStop	6	m_AccessRoadType	Game.Net.RoadTypes	
TransportStop	7	m_RouteRoadType	Game.Net.RoadTypes	
TransportStop	8	m_EnterDistance	System.Single	
TransportStop	9	m_ExitDistance	System.Single	
TransportStop	10	m_AccessDistance	System.Single	
TransportStop	11	m_BoardingTime	System.Single	
TransportStop	12	m_ComfortFactor	System.Single	
TransportStop	13	m_LoadingFactor	System.Single	
TransportStop	14	m_PassengerTransport	System.Boolean	
TransportStop	15	m_CargoTransport	System.Boolean	
TransportStopInfomodePrefab	0			
TransportStopInfomodePrefab	1	m_Type	Game.Prefabs.TransportType	
TransportStopInfomodePrefab	2	m_Color	UnityEngine.Color	
TransportStopInfomodePrefab	3	m_IncludeInGroups	Game.Prefabs.InfomodeGroupPrefab[]	
TransportStopInfomodePrefab	4	m_Priority	System.Int32	
TransportStopInfomodePrefab	5	editor	System.Boolean	
TransportStopMarker	0			
TransportStopMarker	1	m_TransportType	Game.Prefabs.TransportType	
TransportStopMarker	2	m_PassengerTransport	System.Boolean	
TransportStopMarker	3	m_CargoTransport	System.Boolean	
TransportStopMarker	4	m_WorkStop	System.Boolean	
TransportStopMarker	5	m_WorkLocation	System.Boolean	
TreeObject	0			
TreeObject	1	m_WoodAmount	System.Single	
TreeObjectGlobal	0			
TreeObjectGlobal	1	m_WoodAmountMultiplier	System.Single	
TriggerCondition	0			
TriggerCondition	1	m_Conditions	Game.Prefabs.TriggerConditionData[]	
TriggerLimit	0			
TriggerLimit	1	m_IntervalSeconds	System.Single	
TriggerPrefab	0			
TriggerPrefab	1	m_TriggerType	Game.Triggers.TriggerType	
TriggerPrefab	2	m_TriggerPrefabs	Game.Prefabs.PrefabBase[]	
TriggerPrefab	3	m_TargetTypes	Game.Triggers.TargetType	
TripPriorityParametersPrefab	0			
TripPriorityParametersPrefab	1	m_BaseMaxCost	System.Single	Pathfind max cost when priority equals the default value (128). Higher priorities scale up proportionally, lower priorities scale down.
TripPriorityParametersPrefab	2	m_PriorityGoingHome	System.Byte	
TripPriorityParametersPrefab	3	m_PriorityGoingToWork	System.Byte	
TripPriorityParametersPrefab	4	m_PriorityGoingToSchool	System.Byte	
TripPriorityParametersPrefab	5	m_PriorityShopping	System.Byte	
TripPriorityParametersPrefab	6	m_PriorityHospital	System.Byte	
TripPriorityParametersPrefab	7	m_PrioritySafety	System.Byte	
TripPriorityParametersPrefab	8	m_PriorityEscape	System.Byte	
TripPriorityParametersPrefab	9	m_PriorityEmergencyShelter	System.Byte	
TripPriorityParametersPrefab	10	m_PriorityDeathcare	System.Byte	
TripPriorityParametersPrefab	11	m_PriorityMovingAway	System.Byte	
TripPriorityParametersPrefab	12	m_PriorityTourist	System.Byte	
TripPriorityParametersPrefab	13	m_PriorityCriminal	System.Byte	
TripPriorityParametersPrefab	14	m_LeisurePriorityMin	System.Byte	Leisure priority when LeisureCounter is at its peak (citizen is satisfied).
TripPriorityParametersPrefab	15	m_LeisurePriorityMax	System.Byte	Leisure priority when LeisureCounter is at zero (citizen is most desperate for leisure).
TutorialActivationEvent	0			
TutorialActivationEvent	1	m_Tutorials	Game.Prefabs.TutorialPrefab[]	
TutorialAdvisorActivation	0			
TutorialAreaTriggerPrefab	0			
TutorialAreaTriggerPrefab	1	m_Targets	Game.Prefabs.AreaPrefab[]	
TutorialAreaTriggerPrefab	2	m_Flags	Game.Tutorials.AreaTriggerFlags	
TutorialAreaTriggerPrefab	3	m_DisplayUI	System.Boolean	
TutorialAutoActivation	0			
TutorialAutoActivation	1	m_RequiredUnlock	Game.Prefabs.PrefabBase	
TutorialBalloonPrefab	0			
TutorialBalloonPrefab	1	m_UITargets	Game.Prefabs.TutorialBalloonPrefab+BalloonUITarget[]	
TutorialBalloonPrefab	2	m_Image	System.String	
TutorialBalloonPrefab	3	m_OverrideImagePS	System.String	
TutorialBalloonPrefab	4	m_OverrideImageXBox	System.String	
TutorialBalloonPrefab	5	m_Icon	System.String	
TutorialBalloonPrefab	6	m_TitleVisible	System.Boolean	
TutorialBalloonPrefab	7	m_DescriptionVisible	System.Boolean	
TutorialBalloonPrefab	8	m_CanDeactivate	System.Boolean	
TutorialBalloonPrefab	9	m_ControlScheme	Game.Prefabs.TutorialPhasePrefab+ControlScheme	
TutorialBalloonPrefab	10	m_Trigger	Game.Prefabs.TutorialTriggerPrefabBase	
TutorialBalloonPrefab	11	m_OverrideCompletionDelay	System.Single	
TutorialCardPrefab	0			
TutorialCardPrefab	1	m_CenterCard	System.Boolean	
TutorialCardPrefab	2	m_Scrollable	System.Boolean	
TutorialCardPrefab	3	m_AutoScroll	System.Boolean	
TutorialCardPrefab	4	m_Image	System.String	
TutorialCardPrefab	5	m_OverrideImagePS	System.String	
TutorialCardPrefab	6	m_OverrideImageXBox	System.String	
TutorialCardPrefab	7	m_Icon	System.String	
TutorialCardPrefab	8	m_TitleVisible	System.Boolean	
TutorialCardPrefab	9	m_DescriptionVisible	System.Boolean	
TutorialCardPrefab	10	m_CanDeactivate	System.Boolean	
TutorialCardPrefab	11	m_ControlScheme	Game.Prefabs.TutorialPhasePrefab+ControlScheme	
TutorialCardPrefab	12	m_Trigger	Game.Prefabs.TutorialTriggerPrefabBase	
TutorialCardPrefab	13	m_OverrideCompletionDelay	System.Single	
TutorialControlSchemeActivation	0			
TutorialControlSchemeActivation	1	m_ControlScheme	Game.Input.InputManager+ControlScheme	
TutorialFireActivation	0			
TutorialFireActivation	1	m_Target	Game.Prefabs.TutorialFireActivation+FireActivationTarget	
TutorialHealthProblemActivation	0			
TutorialHealthProblemActivation	1	m_Flags	Game.Citizens.HealthProblemFlags	
TutorialHealthProblemActivation	2	m_RequiredCount	System.Int32	
TutorialInfoPanelPrefab	0			
TutorialInfoPanelPrefab	1	m_Images	System.String[]	
TutorialInfoPanelPrefab	2	m_UITargets	Game.Prefabs.TutorialInfoPanelPrefab+UIHighlightTarget[]	
TutorialInfoPanelPrefab	3	m_Image	System.String	
TutorialInfoPanelPrefab	4	m_OverrideImagePS	System.String	
TutorialInfoPanelPrefab	5	m_OverrideImageXBox	System.String	
TutorialInfoPanelPrefab	6	m_Icon	System.String	
TutorialInfoPanelPrefab	7	m_TitleVisible	System.Boolean	
TutorialInfoPanelPrefab	8	m_DescriptionVisible	System.Boolean	
TutorialInfoPanelPrefab	9	m_CanDeactivate	System.Boolean	
TutorialInfoPanelPrefab	10	m_ControlScheme	Game.Prefabs.TutorialPhasePrefab+ControlScheme	
TutorialInfoPanelPrefab	11	m_Trigger	Game.Prefabs.TutorialTriggerPrefabBase	
TutorialInfoPanelPrefab	12	m_OverrideCompletionDelay	System.Single	
TutorialInfoviewActivation	0			
TutorialInfoviewActivation	1	m_Infoview	Game.Prefabs.InfoviewPrefab	
TutorialInputTriggerPrefab	0			
TutorialInputTriggerPrefab	1	m_Actions	Game.Prefabs.TutorialInputTriggerPrefab+InputAction[]	
TutorialInputTriggerPrefab	2	m_DisplayUI	System.Boolean	
TutorialListPrefab	0			
TutorialListPrefab	1	m_Priority	System.Int32	
TutorialListPrefab	2	m_Tutorials	Game.Prefabs.TutorialPrefab[]	
TutorialListPrefab	3	m_HintsVisible	System.Boolean	
TutorialListPrefab	4	m_DisabledVisible	System.Boolean	
TutorialListPrefab	5	m_EnableAutoCollapse	System.Boolean	
TutorialListPrefab	6	m_EnableAutoExpand	System.Boolean	
TutorialListPrefab	7	m_AutoplayDefault	System.Boolean	
TutorialObjectPlacementTriggerPrefab	0			
TutorialObjectPlacementTriggerPrefab	1	m_Targets	Game.Prefabs.TutorialObjectPlacementTriggerPrefab+ObjectPlacementTarget[]	
TutorialObjectPlacementTriggerPrefab	2	m_RequiredCount	System.Int32	
TutorialObjectPlacementTriggerPrefab	3	m_DisplayUI	System.Boolean	
TutorialObjectSelectionActivation	0			
TutorialObjectSelectionActivation	1	m_Prefabs	Game.Prefabs.PrefabBase[]	
TutorialObjectSelectionActivation	2	m_AllowTool	System.Boolean	
TutorialObjectSelectionTriggerPrefab	0			
TutorialObjectSelectionTriggerPrefab	1	m_Triggers	Game.Prefabs.TutorialObjectSelectionTriggerPrefab+ObjectSelectionTriggerInfo[]	
TutorialObjectSelectionTriggerPrefab	2	m_DisplayUI	System.Boolean	
TutorialPrefab	0			
TutorialPrefab	1	m_Phases	Game.Prefabs.TutorialPhasePrefab[]	
TutorialPrefab	2	m_Priority	System.Int32	
TutorialPrefab	3	m_Category	Game.Prefabs.TutorialPrefab+TutorialCategory	
TutorialPrefab	4	m_ReplaceActive	System.Boolean	
TutorialPrefab	5	m_Mandatory	System.Boolean	
TutorialPrefab	6	m_EditorTutorial	System.Boolean	
TutorialPrefab	7	m_FireTelemetry	System.Boolean	
TutorialsConfigurationPrefab	0			
TutorialsConfigurationPrefab	1	m_TutorialsIntroList	Game.Prefabs.TutorialListPrefab	
TutorialsConfigurationPrefab	2	m_MapTilesPrefab	Game.Prefabs.FeaturePrefab	
TutorialUIActivation	0			
TutorialUIActivation	1	m_UITagProvider	Game.Prefabs.PrefabBase	
TutorialUIActivation	2	m_CanDeactivate	System.Boolean	
TutorialUITriggerPrefab	0			
TutorialUITriggerPrefab	1	m_UITriggers	Game.Prefabs.TutorialUITriggerPrefab+UITriggerInfo[]	
TutorialUITriggerPrefab	2	m_DisplayUI	System.Boolean	
TutorialZoningTriggerPrefab	0			
TutorialZoningTriggerPrefab	1	m_Zones	Game.Prefabs.ZonePrefab[]	
TutorialZoningTriggerPrefab	2	m_DisplayUI	System.Boolean	
UIAssetCategoryPrefab	0			
UIAssetCategoryPrefab	1	m_Menu	Game.Prefabs.UIAssetMenuPrefab	
UIAssetMenuPrefab	0			
UIAvatarColors	0			
UIAvatarColors	1	m_AvatarColors	UnityEngine.Color32[]	
UICompositeTagPrefab	0			
UICompositeTagPrefab	1	m_UITagProviders	Game.Prefabs.PrefabBase[]	This prefab generates a single tag by concatenating the tags of the items in this array, in the order they appear. The tag is treated as a single tag by the Tutorials system.
UICompositeTagPrefab	2	m_Override	System.String	If set, the override is used as a UI tag instead of the generated tag.
UIEconomyConfigurationPrefab	0			
UIEconomyConfigurationPrefab	1	m_IncomeItems	Game.UI.BudgetItem`1[Game.City.IncomeSource][]	
UIEconomyConfigurationPrefab	2	m_ExpenseItems	Game.UI.BudgetItem`1[Game.City.ExpenseSource][]	
UIEditorTutorialGroupPrefab	0			
UIInfoviewsConfigurationPrefab	0			
UIInfoviewsConfigurationPrefab	1	m_HomelessInfomodePrefab	Game.Prefabs.InfomodePrefab	
UIMultiTagPrefab	0			
UIMultiTagPrefab	1	m_Override	System.String	If set, the override is used as a UI tag instead of the generated tag.
UIMultiTagPrefab	2	m_UITagProviders	Game.Prefabs.PrefabBase[]	This prefab allows adding multiple tags in Tutorials, Tutorial Phases and Tutorial Triggers. The tags are treated as separate but hierarchically equal by the Tutorials system.
UIObject	0			
UIObject	1	m_Group	Game.Prefabs.UIGroupPrefab	
UIObject	2	m_Priority	System.Int32	
UIObject	3	m_Icon	System.String	
UIObject	4	m_IsDebugObject	System.Boolean	
UIPollutionConfigurationPrefab	0			
UIPollutionConfigurationPrefab	1	m_GroundPollution	Game.Prefabs.UIPollutionThresholds	
UIPollutionConfigurationPrefab	2	m_AirPollution	Game.Prefabs.UIPollutionThresholds	
UIPollutionConfigurationPrefab	3	m_NoisePollution	Game.Prefabs.UIPollutionThresholds	
UIProductionLinkPrefab	0			
UIProductionLinkPrefab	1	m_Type	Game.Prefabs.ProductionChainActorType	
UIProductionLinkPrefab	2	m_Icon	System.String	
UIProductionLinks	0			
UIProductionLinks	1	m_Producer	Game.Prefabs.UIProductionLinkPrefab	
UIProductionLinks	2	m_FinalConsumers	Game.Prefabs.UIProductionLinkPrefab[]	
UIResourceCategoryPrefab	0			
UIShortcut	0			
UIShortcut	1	m_Action	Game.Input.UIInputAction	
UIStatisticsCategoryPrefab	0			
UIStatisticsGroupPrefab	0			
UIStatisticsGroupPrefab	1	m_Color	UnityEngine.Color	
